,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
8691,Продавец-консультант,20000— 45000 руб.,"['ответственность', 'коммуникабельность', 'вежливость', 'консультирование покупателей']","['Быстрый отклик', 'Студентам']","ООО ""УЛЁТКА""",['Геологическая'],"Геологическая,г Екатеринбург, ул 8 Марта, стр 46",Екатеренбург,Работа в торговле,Продавец,без опыта,любое,https://eburg.rabota.ru/vacancy/44512690/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,20000,45000
8692,Электромонтажник,от 75000 руб.,нет,['Быстрый отклик'],"ООО ""1А-ТД""",['Ботаническая'],"Ботаническая,г Екатеринбург",Екатеренбург,Монтажник,,без опыта,среднее профессиональное,https://eburg.rabota.ru/vacancy/44362101/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,75000,
8693,Электромонтер по ремонту электрооборудования,70000 руб.,нет,['Быстрый отклик'],АО Екатеринбургские лесные машины,"['Чкаловская,', 'Ботаническая']","Чкаловская, Ботаническая,г Екатеринбург, Елизаветинское шоссе, д 29",Екатеренбург,Работа в строительстве,Монтер,от 1 года,среднее профессиональное,https://eburg.rabota.ru/vacancy/35250644/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,
8694,Кладовщик-комплектовщик на склад,80000— 90000 руб.,"['прием товара', 'комплектация товара', 'работа с клиентами']",Без тега,ИП Юрин Владимир Иванович,"['Уральская,', 'Динамо,', 'Площадь 1905 года,', 'Геологическая']","Уральская, Динамо, Площадь 1905 года, Геологическая,г Екатеринбург, ул Комсомольская, д 71а стр 10",Екатеренбург,Работа на складах,Комплектовщик,от 1 года,любое,https://eburg.rabota.ru/vacancy/51229643/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,90000
8695,Агент-промоутер (подработка),45000— 90000 руб.,"['активность', 'нацеленность на результат', 'коммуникабельность']",Без тега,Билайн,"['Геологическая,', 'Чкаловская,', 'Ботаническая']","Геологическая, Чкаловская, Ботаническая,Россия, г Екатеринбург, пр-кт Академика Сахарова, д 31В",Екатеренбург,Продавец-консультант салона связи,Продавец-промоутер тарифов и услуг связи,без опыта,любое,https://eburg.rabota.ru/vacancy/54256197/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,90000
8696,Менеджер по продажам услуг,70000 руб.,"['поиск и привлечение клиентов', 'активные продажи', 'выполнение плана продаж']",Без тега,ООО Федералпресс,['Площадь 1905 года'],"Площадь 1905 года,г Екатеринбург, ул Малышева, д 28",Екатеренбург,Работа в торговле,Менеджер по продажам,без опыта,любое,https://eburg.rabota.ru/vacancy/54220896/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,
8697,Шиномонтажник,100000— 200000 руб.,нет,Без тега,Индивидуальный предприниматель ДОЛГОПОЛОВ АЛЕКСЕЙ ВИТАЛЬЕВИЧ,"['Уралмаш,', 'Машиностроителей']","Уралмаш, Машиностроителей,г Екатеринбург, ул Шефская, д 2Г/3",Екатеренбург,Слесарь,Механик-наладчик,без опыта,любое,https://eburg.rabota.ru/vacancy/52837540/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,200000
8698,Маляр по металлу,80000 руб.,"['покраска', 'подготовка к покраске', 'грунтование', 'подготовка поверхностей', 'порошковая покраска', 'работа с краскопультом']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ УВАРОВА ЕЛЕНА ГЕРМАНОВНА,['Площадь 1905 года'],"Площадь 1905 года,г Екатеринбург",Екатеренбург,Работа в строительстве,,от 1 года,любое,https://eburg.rabota.ru/vacancy/50431638/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
8699,Помощник воспитателя,30000— 40000 руб.,"['пунктуальность', 'стрессоустойчивость', 'доброжелательность', 'любовь к детям', 'работа с детьми', 'воспитание детей', 'прогулки', 'развивающие занятия', 'уход за ребенком', 'уборка помещений', 'помощь воспитателю', 'проведение прогулок', 'присмотр за детьми']",['Студентам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ПОВИЛЯГИНА АННА ЮРЬЕВНА,"['Уральская,', 'Динамо,', 'Площадь 1905 года']","Уральская, Динамо, Площадь 1905 года,г Екатеринбург, ул Ботаническая, д 19",Екатеренбург,Работа для домашнего персонала,Няня,без опыта,любое,https://eburg.rabota.ru/vacancy/49675372/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,30000,40000
8700,Менеджер в интернет-магазин,40000— 50000 руб.,"['консультирование клиентов', 'ведение заказов']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ДЕМЕНТЬЕВ КОНСТАНТИН АНДРЕЕВИЧ,"['Уральская,', 'Динамо']","Уральская, Динамо,г Екатеринбург, ул Свердлова, д 56",Екатеренбург,Менеджер магазина,Менеджер интернет-магазина,от 1 года,любое,https://eburg.rabota.ru/vacancy/48687590/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,40000,50000
8701,Продавец-консультант,45000— 60000 руб.,нет,"['Пенсионерам', 'Студентам']",Индивидуальный предприниматель ВОРОНЦОВА ТАТЬЯНА НИКОЛАЕВНА,,г Екатеринбург,Екатеренбург,Работа в торговле,Продавец,от 1 года,любое,https://eburg.rabota.ru/vacancy/53515019/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,60000
8702,Автомеханик,90000— 150000 руб.,['слесарные работы'],['Людям с инвалидностью'],"ООО ""УРАЛЬСКАЯ ЭКСПЕРТНАЯ КОМПАНИЯ""","['Уралмаш,', 'Машиностроителей']","Уралмаш, Машиностроителей,г Екатеринбург, Промышленный проезд, стр 11",Екатеренбург,Механик,,без опыта,любое,https://eburg.rabota.ru/vacancy/50697499/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,150000
8703,Сотрудник в типографию,30000— 35000 руб.,"['ответственность', 'Adobe Photoshop', 'общение с клиентами', 'CorelDraw', 'консультирование посетителей', 'графический дизайн', 'сувенирная и полиграфическая продукция', 'плоттерная резка', 'цифровая печать', 'печать CMYK']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ БАЙРАМОВ ЭЛВИН СЕЙФАДДИН ОГЛЫ,,"г Екатеринбург, ул Академика Парина, д 43",Екатеренбург,,,от 1 года,любое,https://eburg.rabota.ru/vacancy/50101869/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,30000,35000
8704,Уборщик/ца,от 25000 руб.,"['ответственность', 'пунктуальность', 'уборка офиса', 'сухая и влажная уборка', 'уборка туалетов', 'поддержание чистоты и порядка', 'Мытьё полов']","['Быстрый отклик', 'Пенсионерам']","ООО ""БУХГАЛТЕРИЯ ДЛЯ БИЗНЕСА"",",['Ботаническая'],"Ботаническая,г Екатеринбург, ул Юлиуса Фучика",Екатеренбург,Работа в сфере бытовых услуг,Уборщица,от 1 года,любое,https://eburg.rabota.ru/vacancy/45015633/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,25000,
8705,Менеджер по продажам,от 100000 руб.,"['активные продажи', 'выполнение плана продаж', 'поддержание клиентской базы']",Без тега,"ООО ""КРОНОС""",['Чкаловская'],"Чкаловская,г Екатеринбург, ул Машинная, д 3а",Екатеренбург,Работа в торговле,Менеджер по продажам,без опыта,любое,https://eburg.rabota.ru/vacancy/53833339/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
8706,Мастер по сервису и обслуживанию теплового и холодильного оборудования,от 100000 руб.,"['монтажные работы', 'пусконаладочные работы', 'ремонт оборудования', 'диагностика', 'сервисное обслуживание', 'ремонт  оборудования', 'устранение неисправностей']",['Студентам'],ТИС,['Площадь 1905 года'],"Площадь 1905 года,г Екатеринбург, ул Татищева, стр 49а",Екатеренбург,Мастер по ремонту,Мастер по ремонту бытовой техники,от 1 года,среднее профессиональное,https://eburg.rabota.ru/vacancy/52444801/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
8707,Бухгалтер первичной документации,55000— 65000 руб.,"['кассовые операции', 'составление авансовых отчетов', 'Банк-клиент', 'составление актов сверок', 'учет товарно-материальных ценностей', 'ведение бухгалтерского учета', 'проверка первичной документации', 'Диадок']","['Пенсионерам', 'Студентам', 'Людям с инвалидностью']","ООО ""АП-КОНСАЛТ""","['Уралмаш,', 'Машиностроителей,', 'Уральская,', 'Динамо']","Уралмаш, Машиностроителей, Уральская, Динамо,г Екатеринбург, ул Блюхера, д 50",Екатеренбург,Работа в бухгалтерии,Бухгалтер,от 2 лет,неполное высшее,https://eburg.rabota.ru/vacancy/52303176/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,55000,65000
8708,"Инженер-сметчик (ВиК, ОВ, ВК, ТГиВ / ПТО сети)",80000— 110000 руб.,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТРАПЕЗНИКОВ СЕРГЕЙ АЛЕКСАНДРОВИЧ,,"г Екатеринбург, ул Монтажников, д 24",Екатеренбург,Инженер по сетям,Инженер-проектировщик вк,от 1 года,любое,https://eburg.rabota.ru/vacancy/50913210/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,110000
8709,Менеджер по подбору персонала,50000— 70000 руб.,нет,Без тега,ООО ЮК Вавилон,['Площадь 1905 года'],"Площадь 1905 года,г Екатеринбург, ул Малышева, стр 36",Екатеренбург,Работа в сфере HR,Менеджер по персоналу,от 1 года,любое,https://eburg.rabota.ru/vacancy/50429049/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,70000
8710,Инженер ПТО,по договоренности,нет,Без тега,"ООО ""ГЕОМЕТРИЯ""",,г Екатеринбург,Екатеренбург,Работа на производстве,Инженер пто,от 1 года,среднее профессиональное,https://eburg.rabota.ru/vacancy/50307817/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
