Название вакансии,Минимальная зарплата,Максимальная зарплата,Опыт работы,Образование,Компания,Город,Адрес,Широта,Долгота,Метро,Ссылка,Источник
Менеджер проекта ГИС ЖКХ,60000.0,85000.0,без опыта,любое,"ООО ""СЗРЦ ""ГАРАНТ ИНТЕРНЭШНЛ""",Санкт-Петербург,"Василеостровская, Спортивная,г Санкт-Петербург, наб Реки Смоленки, д 14 литера А",59.9478347,30.2671002,"['Василеостровская,', 'Спортивная']",https://spb.rabota.ru/vacancy/54246342/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Лицензированный охранник,30000.0,60000.0,без опыта,среднее,ООО Оп Тилуч,Санкт-Петербург,"Московская,г Санкт-Петербург, пр-кт Юрия Гагарина, д 34",59.8462308,30.3389947,['Московская'],https://spb.rabota.ru/vacancy/54246285/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Грузчик,70000.0,,от 1 года,любое,,Санкт-Петербург,"Новочеркасская, Ладожская, Проспект Большевиков,г Санкт-Петербург, Ириновский пр-кт, д 1 литера Ж",59.9485512,30.4495755,"['Новочеркасская,', 'Ладожская,', 'Проспект Большевиков']",https://spb.rabota.ru/vacancy/46874792/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Монтажник слаботочных систем,85000.0,,без опыта,среднее профессиональное,ООО ОП Дом МОД- Охрана,Санкт-Петербург,"197022, г Санкт-Петербург, Каменноостровский пр-кт, д 37 литера А",59.9664123,30.3115501,,https://spb.rabota.ru/vacancy/54240564/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Логист,85000.0,,от 1 года,высшее,Торговый Дом Академснаб,Санкт-Петербург,"Адмиралтейская,г Санкт-Петербург, ул Большая Морская, д 42 литера А",59.9325463,30.3108397,['Адмиралтейская'],https://spb.rabota.ru/vacancy/53046387/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Сварщик-сборщик металлоконструкций,80000.0,100000.0,от 3 лет,любое,Лесард контейнер,Санкт-Петербург,"Кировский завод,г Санкт-Петербург",59.9606739,30.1586551,['Кировский завод'],https://spb.rabota.ru/vacancy/54252662/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Охранник-администратор,40000.0,45000.0,без опыта,любое,ТСЖ куйбышева-26,Санкт-Петербург,"Горьковская,г Санкт-Петербург, ул Куйбышева, д 26 к 2 литера А",59.9566706,30.330488,['Горьковская'],https://spb.rabota.ru/vacancy/49930314/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Специалист службы поддержки (чат-менеджер),70000.0,,без опыта,любое,Легана,Санкт-Петербург,"Обводный канал,г Санкт-Петербург",59.9606739,30.1586551,['Обводный канал'],https://spb.rabota.ru/vacancy/54253204/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Курьер с личным автомобилем,,120000.0,без опыта,среднее,ООО Инсторадио,Санкт-Петербург,"Комендантский проспект,г Санкт-Петербург, ул Байконурская, д 22 стр 1",60.0112276,30.2774291,['Комендантский проспект'],https://spb.rabota.ru/vacancy/54248820/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Менеджер по продажам LED-оборудования,90000.0,150000.0,от 1 года,любое,"ООО ""Профи Промоушен""",Санкт-Петербург,"Пионерская,г Санкт-Петербург, Коломяжский пр-кт, д 10д",60.0145485,30.2937722,['Пионерская'],https://spb.rabota.ru/vacancy/54247455/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Охранник в Бизнес-Центр,38000.0,76000.0,без опыта,любое,"ОХРАННОЕ ПРЕДПРИЯТИЕ ""СЕВЕРО-ЗАПАД""",Санкт-Петербург,"Политехническая, Площадь Мужества,г Санкт-Петербург, ул Шателена, д 26",60.0060473,30.3589174,"['Политехническая,', 'Площадь Мужества']",https://spb.rabota.ru/vacancy/47878751/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Работник склада-водитель погрузчика,80000.0,90000.0,от 1 года,любое,"ООО Завод ""ЭНЕРГОПРОМ""",Санкт-Петербург,"Девяткино,Ленинградская обл, Всеволожский р-н, деревня Новое Девяткино, 1-й с ул. Главная сзд, зд 12",,,['Девяткино'],https://spb.rabota.ru/vacancy/46115822/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Продавец-консультант,50000.0,,без опыта,любое,Табакерка,Санкт-Петербург,"Технологический институт, Балтийская, Нарвская, Кировский завод, Автово, Сенная площадь, Обводный канал, Адмиралтейская,г Санкт-Петербург",59.9606739,30.1586551,"['Технологический институт,', 'Балтийская,', 'Нарвская,', 'Кировский завод,', 'Автово,', 'Сенная площадь,', 'Обводный канал,', 'Адмиралтейская']",https://spb.rabota.ru/vacancy/53798121/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Дежурный электрик,120000.0,,от 5 лет,среднее профессиональное,Лада-сервис,Санкт-Петербург,"Академическая, Площадь Мужества,г Санкт-Петербург",59.9606739,30.1586551,"['Академическая,', 'Площадь Мужества']",https://spb.rabota.ru/vacancy/54230746/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Заправщик АЗС,65000.0,,без опыта,любое,Teboil,Санкт-Петербург,"Владимирская, Достоевская,г Санкт-Петербург, метро Владимирская",59.9259851,30.347344,"['Владимирская,', 'Достоевская']",https://spb.rabota.ru/vacancy/54244225/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Специалист по корпоративному страхованию,,,от 1 года,высшее,СберСтрахование,Санкт-Петербург,"Северо-Западный федеральный округ,Санкт-Петербург",59.9606739,30.1586551,,https://spb.rabota.ru/vacancy/54243571/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Кладовщик,70000.0,80000.0,от 1 года,среднее,"ООО ""Продсервис""",Санкт-Петербург,"Академическая, Площадь Мужества,г Санкт-Петербург, пр-кт Непокорённых, д 63 к 33",59.9904919,30.4160752,"['Академическая,', 'Площадь Мужества']",https://spb.rabota.ru/vacancy/54220304/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Продавец-консультант,50000.0,80000.0,от 1 года,любое,РусРазмер,Санкт-Петербург,"Беговая,г Санкт-Петербург, ул Савушкина, д 141",59.990828,30.2058315,['Беговая'],https://spb.rabota.ru/vacancy/53794996/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Интервьюер,80000.0,,без опыта,среднее,Советник,Санкт-Петербург,"Проспект Ветеранов,г Санкт-Петербург, метро Проспект Ветеранов",59.8419498,30.2520176,['Проспект Ветеранов'],https://spb.rabota.ru/vacancy/54248891/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Технический специалист сертификации/Макетчик,80000.0,110000.0,без опыта,высшее,ЭкспертКонсалтГрупп,Санкт-Петербург,"Гражданский проспект,г Санкт-Петербург, Гражданский пр-кт, д 111",60.030052,30.4164826,['Гражданский проспект'],https://spb.rabota.ru/vacancy/53855403/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Авиакассир/специалист технической поддержки,70000.0,130000.0,от 1 года,любое,"""СЗТА"" ООО",Санкт-Петербург,"Спасская,г Санкт-Петербург, ул Гороховая",59.9341531,30.3135267,['Спасская'],https://spb.rabota.ru/vacancy/54246620/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
IT Sales manager / Менеджер по продажам ИТ,100000.0,200000.0,от 1 года,любое,Симпэйс,Санкт-Петербург,"г Санкт-Петербург, наб Реки Волковки, д 7",59.9056432,30.3647072,,https://spb.rabota.ru/vacancy/49817961/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Бухгалтер-калькулятор,50000.0,55000.0,без опыта,любое,Филиал 41,Санкт-Петербург,"Нарвская,г Санкт-Петербург, ул Калинина, д 34",59.8186774,30.0831037,['Нарвская'],https://spb.rabota.ru/vacancy/54241110/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Администратор магазина (Санкт-Петербург),126000.0,,без опыта,любое,Красное и белое,Санкт-Петербург,г Санкт-Петербург,59.9606739,30.1586551,,https://spb.rabota.ru/vacancy/53192388/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Администратор стоматологической клиники,,,без опыта,любое,Риостома,Санкт-Петербург,"Обводный канал,г Санкт-Петербург, Лиговский пр-кт, д 271 стр 1",59.9067631,30.3395713,['Обводный канал'],https://spb.rabota.ru/vacancy/53025936/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Грузчик,80500.0,,без опыта,любое,"ООО ""Парголовский ТЛК""",Санкт-Петербург,"г Санкт-Петербург, поселок Парголово, тер Осиновая Роща, Горское шоссе, д 4",60.1021597,30.2446612,,https://spb.rabota.ru/vacancy/40137702/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Администратор косметологической клиники,50000.0,70000.0,без опыта,любое,Ремеди,Санкт-Петербург,"Крестовский остров, Чкаловская,г Санкт-Петербург, ул Пионерская, д 50 литера А",59.9635302,30.2717962,"['Крестовский остров,', 'Чкаловская']",https://spb.rabota.ru/vacancy/54210350/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Риелтор/агент по недвижимости,80000.0,450000.0,без опыта,любое,Томилов Кирилл Николаевич,Санкт-Петербург,"Площадь Восстания, Маяковская,г Санкт-Петербург, Невский пр-кт, д 108",59.9320309,30.3578443,"['Площадь Восстания,', 'Маяковская']",https://spb.rabota.ru/vacancy/54247374/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Курьер,200000.0,,без опыта,любое,Курьерский Сервис,Санкт-Петербург,"Адмиралтейская,г Санкт-Петербург",59.9606739,30.1586551,['Адмиралтейская'],https://spb.rabota.ru/vacancy/54229352/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Продавец-консультант,79200.0,,без опыта,среднее,ООО Фаворит,Санкт-Петербург,"Ленинский проспект, Проспект Ветеранов, Московская, Звездная,г Санкт-Петербург, ул Пилотов, д 34 стр 11",59.8167519,30.2924316,"['Ленинский проспект,', 'Проспект Ветеранов,', 'Московская,', 'Звездная']",https://spb.rabota.ru/vacancy/54240899/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Сборщик заказов в интернет-магазин,64000.0,90829.0,без опыта,любое,Самокат,Санкт-Петербург,"Площадь Восстания, Владимирская, Пушкинская, Невский проспект, Технологический институт, Площадь Александра Невского, Спасская, Достоевская, Площадь Александра Невского, Садовая, Адмиралтейская,г Санкт-Петербург",59.9606739,30.1586551,"['Площадь Восстания,', 'Владимирская,', 'Пушкинская,', 'Невский проспект,', 'Технологический институт,', 'Площадь Александра Невского,', 'Спасская,', 'Достоевская,', 'Площадь Александра Невского,', 'Садовая,', 'Адмиралтейская']",https://spb.rabota.ru/vacancy/54223362/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Охранник с лицензией,60000.0,120000.0,без опыта,любое,Частная охранная организация Вымпел,Санкт-Петербург,"Выборгская,г Санкт-Петербург",59.9606739,30.1586551,['Выборгская'],https://spb.rabota.ru/vacancy/44112857/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Уборщик/ца,23000.0,,без опыта,любое,"АО ""Новбытхим""",Санкт-Петербург,"Василеостровская,г Санкт-Петербург, линия Косая, д 15-б",59.9240735,30.2533619,['Василеостровская'],https://spb.rabota.ru/vacancy/52899030/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Оператор режущего плоттера,90000.0,130000.0,от 3 лет,среднее профессиональное,"ООО ""Мегафактори""",Санкт-Петербург,"Пролетарская,Ленинградская обл, Всеволожский р-н, гп имени Свердлова, Центральный пр-д, уч 20",,,['Пролетарская'],https://spb.rabota.ru/vacancy/50398613/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Водитель-экспедитор на корпоративном автомобиле,85000.0,,от 2 лет,любое,Торговый Дом Академснаб,Санкт-Петербург,"Елизаровская,г Санкт-Петербург, ул Бехтерева, д 2",59.9044737,30.402695,['Елизаровская'],https://spb.rabota.ru/vacancy/41803991/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Водитель с личным автомобилем,100000.0,130000.0,без опыта,любое,Авеню,Санкт-Петербург,"Новочеркасская,г Санкт-Петербург, ул Таллинская",59.9263191,30.4207394,['Новочеркасская'],https://spb.rabota.ru/vacancy/47625594/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Логист,100000.0,150000.0,от 1 года,любое,ПРОМ Транс Альянс,Санкт-Петербург,"Ладожская,г Санкт-Петербург, пр-кт Энергетиков, д 37",59.9588236,30.4397582,['Ладожская'],https://spb.rabota.ru/vacancy/44529076/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Менеджер по продажам,150000.0,,от 3 лет,высшее,"ООО ""Баргус продакшн""",Санкт-Петербург,"Московские ворота,г Санкт-Петербург, Лиговский пр-кт, д 266 стр 1",59.893544,30.3278497,['Московские ворота'],https://spb.rabota.ru/vacancy/54248818/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Уборщик/ца (офисные помещения),,44000.0,от 1 года,любое,"Торгово-финансовая компания, ООО",Санкт-Петербург,"Чернышевская,г Санкт-Петербург, ул Шпалерная, д 54",59.9492395,30.3731977,['Чернышевская'],https://spb.rabota.ru/vacancy/49961675/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
Оператор чата поддержки,38450.0,68550.0,без опыта,среднее,ООО Опытный завод промышленного оборудования,Санкт-Петербург,г Санкт-Петербург,59.9606739,30.1586551,,https://spb.rabota.ru/vacancy/54248976/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,rabota.ru
